rank,topic,url,ease_of_reading,sentence_level_sentiment,positive_sentiment,negative_sentiment,sentence_level_objectivity,bias,bias_label,credibility,trust_metric,google_page_rank,alexa_reach_rank,domain,content_length
97,UniversalBasicIncome,https://www.bbc.com/persian/world-51936043,80.0,0.0,0.0,0.0,99.8,100,Left,95.0,84.0,8,81.0,bbc.com,192
98,UniversalBasicIncome,https://variety.com/2020/digital/news/andrew-yang-podcast-premiere-date-yang-speaks-1203549924/,40.0,12.32,9.76388888888889,2.554713804713805,75.77,50,Partially Left,nan,nan,nan,nan,variety.com,2527
99,UniversalBasicIncome,https://www.businesswire.com/news/home/20200402005080/en/New-Poll-Young-Adults-Americans-Receive-Government,80.0,18.31,18.119261977957635,0.19323671497584535,63.12,100,Right,nan,nan,nan,nan,businesswire.com,3294
100,UniversalBasicIncome,https://finance.yahoo.com/news/jack-dorsey-pledges-1-billion-205342431.html,40.0,9.01,8.116883116883116,0.8928571428571428,75.56,50,Partially Left,87.5,95.0,8,8.0,finance.yahoo.com,273
1,IncomeInequality,https://www.wired.com/story/opinion-how-social-distancing-became-social-justice/,80.0,14.9,10.16994992441421,4.733405483405483,60.28,100,Left,100.0,85.0,8,1138.0,wired.com,5729
2,IncomeInequality,https://thenextweb.com/syndication/2020/03/19/how-inequality-is-limiting-young-peoples-experience-of-technology/,80.0,9.37,7.652079020013803,1.7226535541752934,61.83,100,Left,nan,nan,nan,nan,thenextweb.com,5628
3,IncomeInequality,https://www.theatlantic.com/ideas/archive/2020/03/coronavirus-will-supercharge-american-inequality/608419/,80.0,8.29,5.098838503341609,3.1894409937888204,69.21,100,Right,92.5,79.0,8,1360.0,theatlantic.com,5732
4,IncomeInequality,https://news.yahoo.com/homeless-double-risk-getting-spreading-154625168.html,80.0,18.85,7.837425983977708,11.009416828382346,61.96,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,5512
5,IncomeInequality,https://www.businessinsider.com/sheryl-sandberg-says-coronavirus-is-exacerbating-inequality-in-the-us-2020-4,80.0,20.66,16.734415584415586,3.920634920634921,57.84,100,Right,100.0,57.0,8,352.0,businessinsider.com,3556
6,IncomeInequality,https://www.businessinsider.com/aoc-takedown-republicans-coronavirus-relief-bill-stimulus-corporate-bailouts-speech-2020-3,80.0,10.69,7.1127887843449065,3.5808982683982684,67.0,100,Right,100.0,57.0,8,352.0,businessinsider.com,2805
7,IncomeInequality,https://www.fastcompany.com/90476804/thomas-piketty-explains-why-the-world-is-ripe-for-participatory-socialism,80.0,17.55,13.536166548365985,4.014753261040389,60.98,100,Left,87.5,64.0,8,2064.0,fastcompany.com,14985
8,IncomeInequality,https://earther.gizmodo.com/we-can-increase-life-expectancy-without-fossil-fuels-1842515978,80.0,14.6,13.248035776484052,1.350574712643678,54.31,50,Partially Left,75.0,60.0,8,529.0,earther.gizmodo.com,5208
9,IncomeInequality,https://hbr.org/2020/04/what-will-u-s-labor-protections-look-like-after-coronavirus,80.0,16.77,10.953394953394954,5.814470314470313,64.51,100,Right,100.0,70.0,8,3165.0,hbr.org,10083
10,IncomeInequality,https://mashable.com/article/how-to-help-people-eat-during-coronavirus/,40.0,14.93,13.85842935659112,1.0700014854426618,69.85,100,Left,62.5,75.0,9,nan,mashable.com,11252
11,IncomeInequality,https://www.cnn.com/2020/03/08/politics/bernie-sanders-scraps-speech-black-voters/index.html,40.0,12.72,9.040720363380462,3.67816091954023,73.71,100,Right,100.0,87.0,9,nan,cnn.com,5059
12,IncomeInequality,https://www.reuters.com/article/us-mexico-president-idUSKBN21I3MU,40.0,18.44,9.74826388888889,8.689236111111112,58.16,50,Partially Left,100.0,87.0,9,544.0,reuters.com,3223
13,IncomeInequality,https://www.rollingstone.com/politics/political-commentary/coronavirus-stimulus-bill-974253/,80.0,14.98,11.541818181818181,3.4423015873015874,64.76,100,Right,90.0,75.0,8,1728.0,rollingstone.com,7170
14,IncomeInequality,https://www.npr.org/sections/coronavirus-live-updates/2020/03/24/820845018/as-coronavirus-cases-jump-chile-faces-pressure-to-lock-down-the-country,100.0,6.92,0.4166666666666667,6.50297619047619,79.72,50,Partially Left,100.0,84.0,8,521.0,npr.org,3001
15,IncomeInequality,https://qz.com/work/1812980/high-income-people-in-the-us-keep-marrying-each-other/,80.0,13.65,12.25925925925926,1.3888888888888888,71.8,50,Partially Left,100.0,43.0,8,1987.0,qz.com,3383
16,IncomeInequality,https://digg.com/2020/distribution-wage-income-visualized,80.0,17.09,11.479591836734695,5.60948310948311,54.59,50,Partially Left,70.0,78.0,9,2561.0,digg.com,1480
17,IncomeInequality,https://time.com/5809030/nixon-recovery-rebate/,80.0,10.0,8.748249040931967,1.2562911343399148,75.89,50,Partially Left,95.0,64.0,8,1028.0,time.com,6709
18,IncomeInequality,https://www.businessinsider.com/unemployment-us-congress-stimulus-money-fight-coronavirus-recession-2020-4,80.0,16.11,12.584343434343436,3.5277777777777777,67.9,100,Right,100.0,57.0,8,352.0,businessinsider.com,6536
19,IncomeInequality,https://phys.org/news/2020-03-poor-people-greater-financial-hardship.html,80.0,12.94,8.793498168498168,4.143874643874644,67.0,100,Right,nan,nan,nan,nan,phys.org,6022
20,IncomeInequality,https://www.businessinsider.com/the-top-moments-democratic-debate-coronavirus-sanders-biden-2020-3,80.0,14.86,11.470437259499759,3.391028338945005,76.22,100,Right,100.0,57.0,8,352.0,businessinsider.com,5067
21,IncomeInequality,https://www.businessinsider.com/how-tech-relies-on-contractors-temps-gig-workers-employees-2020-1,80.0,14.65,8.517493228019545,6.12856320093162,68.39,100,Left,100.0,57.0,8,352.0,businessinsider.com,14410
22,IncomeInequality,https://www.marketwatch.com/story/biden-sanders-each-say-they-would-deploy-the-military-in-response-to-coronavirus-2020-03-15,100.0,5.0,0.0,5.0,95.0,100,Right,95.0,76.0,8,846.0,marketwatch.com,1474
23,IncomeInequality,https://www.marketwatch.com/story/how-jackson-hole-has-become-a-tax-haven-for-the-01-2020-03-17,80.0,14.96,8.978595478595478,5.977340977340976,63.2,100,Left,95.0,76.0,8,846.0,marketwatch.com,5555
24,IncomeInequality,https://abcnews.go.com/Business/coronavirus-crisis-burden-economy-years-oecd-chief/story?id=69745342,40.0,17.44,10.561823593073592,6.88236531986532,68.93,50,Partially Left,82.5,86.0,9,1130.0,abcnews.go.com,3748
25,IncomeInequality,https://qz.com/1821251/global-disasters-like-the-coronavirus-pandemic-can-reduce-inequality/,80.0,13.16,11.420795795795796,1.7369691119691122,68.71,100,Right,100.0,43.0,8,1987.0,qz.com,5392
26,IncomeInequality,https://www.knowablemagazine.org/article/society/2020/universal-basic-income,80.0,14.04,10.839125708003259,3.1995864585150295,69.23,100,Right,nan,nan,nan,nan,knowablemagazine.org,13910
27,IncomeInequality,https://www.businessinsider.com/medicare-for-all-leading-economists-sign-letter-massive-savings-cost-2020-3,80.0,14.63,13.176593521421106,1.4500442086648984,63.59,50,Partially Right,100.0,57.0,8,352.0,businessinsider.com,4639
28,IncomeInequality,https://baselinescenario.com/2020/03/26/covid-19-inequality/,80.0,18.35,14.493679653679656,3.8525252525252527,63.37,100,Left,nan,nan,nan,nan,baselinescenario.com,3201
29,IncomeInequality,https://www.npr.org/2020/03/27/822122059/sun-valley-idaho-no-one-should-come-here,100.0,6.92,0.4166666666666667,6.50297619047619,79.72,50,Partially Left,100.0,84.0,8,521.0,npr.org,6161
30,IncomeInequality,https://www.npr.org/2020/04/03/826254936/the-coronavirus-small-business-loan-program-what-you-need-to-know,100.0,6.92,0.4166666666666667,6.50297619047619,79.72,50,Partially Left,100.0,84.0,8,521.0,npr.org,7449
31,IncomeInequality,https://www.project-syndicate.org/onpoint/viral-inequality-by-ian-goldin-and-robert-muggah-2020-03,80.0,16.47,14.293722943722942,2.1723809523809523,62.4,100,Right,87.5,nan,7,45368.0,project-syndicate.org,2224
32,IncomeInequality,http://www.marketwatch.com/story/bernie-is-wrong-its-better-to-make-the-poor-richer-than-to-make-the-rich-poorer-2020-03-10,80.0,21.08,17.802999084249084,3.274318274318274,61.55,100,Right,95.0,76.0,8,846.0,marketwatch.com,4432
33,IncomeInequality,https://www.bbc.co.uk/news/world-europe-51737422,40.0,12.44,6.131608746192079,6.3059413580246915,60.53,50,Partially Right,95.0,96.0,9,102.0,bbc.co.uk,5625
34,IncomeInequality,https://www.buzzfeednews.com/article/sarahanderson1/opinion-in-2008-we-bailed-out-companies-but-not-people,40.0,15.81,10.880106435338991,4.933554817275749,58.6,100,Right,nan,nan,nan,nan,buzzfeednews.com,5943
35,IncomeInequality,https://www.newyorker.com/magazine/2020/04/13/letters-from-the-april-13-2020-issue,80.0,14.63,12.80411877394636,1.8295019157088124,70.68,100,Right,100.0,79.0,8,1455.0,newyorker.com,3904
36,IncomeInequality,https://economictimes.indiatimes.com/news/international/world-news/asia-pacific-region-not-even-moving-in-the-right-direction-un-body-on-sustainable-development-goals/articleshow/74808240.cms,40.0,8.85,8.850559163059163,0.0,64.58,100,Left,nan,nan,nan,nan,economictimes.indiatimes.com,2475
37,IncomeInequality,https://hbr.org/2020/03/do-democracy-and-capitalism-really-need-each-other,80.0,12.15,9.462013565535901,2.6856283750613645,68.38,100,Right,100.0,70.0,8,3165.0,hbr.org,14697
38,IncomeInequality,https://www.aljazeera.com/indepth/opinion/coronavirus-lockdown-basic-income-200321130521139.html,40.0,14.55,10.604838573323418,3.9435064935064936,64.29,0,Center,82.5,73.0,8,nan,aljazeera.com,7513
39,IncomeInequality,https://news.yahoo.com/survival-california-tenants-plan-rent-100049656.html,40.0,8.99,6.04301948051948,2.9471500721500723,67.48,100,Right,87.5,95.0,8,8.0,news.yahoo.com,7395
40,IncomeInequality,https://www.vice.com/en_us/article/3a84w3/coronavirus-exposes-the-stark-differences-between-bernie-sanders-and-joe-biden,80.0,14.35,10.31659544159544,4.0371048704382035,69.64,50,Partially Left,100.0,59.0,8,122.0,vice.com,5176
41,IncomeInequality,https://www.usatoday.com/story/news/health/2020/04/02/coronavirus-put-millions-out-work-how-still-get-health-coverage/5110652002/,40.0,12.2,10.156255128313953,2.0446234049175223,66.36,100,Left,100.0,84.0,8,363.0,usatoday.com,7076
42,IncomeInequality,https://voxeu.org/article/covid-19-inequality-and-gig-economy-workers,80.0,12.04,8.864248800295313,3.17875599852344,69.47,50,Partially Left,nan,nan,nan,nan,voxeu.org,6997
44,IncomeInequality,http://knowledge.wharton.upenn.edu/article/income-inequality-will-the-pandemic-reshape-the-u-s-economy/,80.0,19.71,17.824364151118537,1.889376218323587,61.73,100,Right,nan,nan,nan,nan,knowledge.wharton.upenn.edu,273
45,IncomeInequality,https://www.aljazeera.com/indepth/features/palestinian-labourers-fear-loss-income-coronavirus-200328123228881.html,40.0,13.2,9.559991547123897,3.6394724556489266,71.11,100,Left,82.5,73.0,8,nan,aljazeera.com,13589
46,IncomeInequality,https://www.theatlantic.com/ideas/archive/2020/03/we-need-start-tossing-money-out-helicopters/608968/,80.0,15.03,13.36648800934515,1.6666666666666667,68.5,50,Partially Right,92.5,79.0,8,1360.0,theatlantic.com,6025
47,IncomeInequality,http://www.marketwatch.com/story/the-coronavirus-pandemic-reminds-us-that-people-belong-at-the-center-of-our-economic-thinking-2020-04-06,80.0,13.33,12.756443169233867,0.5765503875968991,67.72,50,Partially Left,95.0,76.0,8,846.0,marketwatch.com,5546
48,IncomeInequality,https://indianexpress.com/article/world/united-states/they-cant-afford-to-quarantine-so-they-brave-the-subway-6340830/,40.0,14.73,7.554568238778765,7.180148920280498,63.8,0,Center,nan,nan,nan,nan,indianexpress.com,9330
50,IncomeInequality,https://www.inquirer.com/news/philadelphia/coronavirus-testing-inequality-poverty-philadelphia-health-insurance-20200406.html,100.0,5.0,5.0,0.0,0.0,50,Partially Left,nan,nan,nan,nan,inquirer.com,4877
51,IncomeInequality,https://qz.com/1827097/coronavirus-lockdown-pay-your-helpers-if-you-can/,80.0,7.42,5.957086391869,1.4673913043478262,76.43,50,Partially Left,100.0,43.0,8,1987.0,qz.com,2618
52,IncomeInequality,https://voxeu.org/article/housing-and-wealth-inequality-story-policy-trade-offs,80.0,9.51,8.947486593008982,0.5609808102345415,73.14,0,Center,nan,nan,nan,nan,voxeu.org,9500
53,IncomeInequality,https://slate.com/news-and-politics/2020/03/federal-judge-condemns-roberts-courts-assault-on-democracy.html,80.0,15.21,9.180655763989098,6.033265555992829,57.74,100,Left,100.0,76.0,8,2514.0,slate.com,9984
54,IncomeInequality,https://www.csis.org/analysis/five-ways-covid-19-changing-global-migration,80.0,13.06,9.103812624473779,3.9557231106817885,64.81,100,Right,nan,nan,nan,nan,csis.org,17330
55,IncomeInequality,https://www.marketwatch.com/story/what-would-franklin-d-roosevelt-do-2020-03-23,80.0,11.11,10.247597402597403,0.8597402597402598,66.87,100,Right,95.0,76.0,8,846.0,marketwatch.com,6248
56,IncomeInequality,https://www.washingtonpost.com/business/2020/03/13/billionaires-pew-research-poll/,100.0,5.06,5.056818181818181,0.0,90.35,50,Partially Left,100.0,87.0,8,239.0,washingtonpost.com,3993
58,IncomeInequality,https://indianexpress.com/article/coronavirus/advisable-to-support-migrants-in-staying-where-they-are-during-lockdown-period-6343162/,80.0,15.64,12.689425770308127,2.9513888888888893,65.4,0,Center,nan,nan,nan,nan,indianexpress.com,4775
59,IncomeInequality,https://phys.org/news/2020-03-youre-poor-poverty-environmental-issue.html,80.0,11.18,10.76271645021645,0.4185267857142857,70.85,100,Right,nan,nan,nan,nan,phys.org,4164
60,IncomeInequality,https://www.theatlantic.com/ideas/archive/2020/03/government-needs-move-much-much-faster/608425/,80.0,8.76,5.075555555555555,3.680555555555556,75.73,100,Left,92.5,79.0,8,1360.0,theatlantic.com,7735
61,IncomeInequality,https://www.nakedcapitalism.com/2020/04/the-new-inequalities-and-people-to-people-social-protection.html,80.0,12.01,9.302405002405003,2.702861952861953,64.96,100,Left,nan,nan,nan,nan,nakedcapitalism.com,6609
62,IncomeInequality,https://news.yahoo.com/coronavirus-reveals-exacerbates-us-inequality-013024775.html,80.0,11.72,9.174663299663301,2.5462962962962967,61.14,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,4587
63,IncomeInequality,https://www.reuters.com/article/us-health-coronavirus-cuba-private-secto-idUSKBN21L382,80.0,16.63,11.325068870523419,5.3021284271284275,59.13,50,Partially Left,100.0,87.0,9,544.0,reuters.com,3656
64,IncomeInequality,https://www.project-syndicate.org/onpoint/piketty-capital-and-ideology-review-by-willem-h-buiter-2020-03,100.0,14.18,12.790909090909091,1.3906249999999998,69.11,100,Right,87.5,nan,7,45368.0,project-syndicate.org,2397
65,IncomeInequality,https://www.vice.com/en_us/article/qjd57q/the-billionaires-dollar-stores-and-soup-companies-cashing-in-on-coronavirus,80.0,12.94,8.98096276619004,3.962024717706536,64.73,50,Partially Right,100.0,59.0,8,122.0,vice.com,6693
66,IncomeInequality,https://www.aljazeera.com/news/2020/03/xanana-gusmao-returns-east-timor-pm-coalition-government-200310040355997.html,40.0,15.4,8.861888111888112,6.538461538461539,62.55,100,Right,82.5,73.0,8,nan,aljazeera.com,1829
67,IncomeInequality,https://phys.org/news/2020-03-lack-paid-sick-susceptible-global.html,80.0,19.9,9.359030914737438,10.544189958592131,52.84,100,Left,nan,nan,nan,nan,phys.org,5689
68,IncomeInequality,https://goodmenproject.com/featured-content/living-in-inequality-dying-in-despair/,80.0,16.06,15.000126655695661,1.0616760828625236,66.57,100,Left,nan,nan,nan,nan,goodmenproject.com,6898
69,IncomeInequality,https://tv.avclub.com/time-to-start-some-little-fires-everywhere-1842383345,80.0,12.68,10.08815836940837,2.5928819444444446,68.51,50,Partially Left,nan,nan,nan,nan,tv.avclub.com,3055
70,IncomeInequality,https://news.yahoo.com/column-coronavirus-hurt-us-worst-130033312.html,80.0,16.64,8.538773148148147,8.103174603174605,74.43,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,9682
71,IncomeInequality,https://goodmenproject.com/featured-content/to-reduce-inequality-in-elections-all-states-should-allow-voting-at-home/,80.0,15.09,12.806616832779621,2.282528057029718,68.14,100,Left,nan,nan,nan,nan,goodmenproject.com,5483
73,IncomeInequality,https://voxeu.org/article/inequality-and-pandemic-make-explosive-mix,80.0,11.28,7.606184918684919,3.678269178269179,72.67,100,Right,nan,nan,nan,nan,voxeu.org,12997
74,IncomeInequality,https://abcnews.go.com/Politics/wireStory/buddy-spare-dime-echoes-30s-viral-crisis-69763494,80.0,15.21,8.361164954448537,6.846718787017296,64.04,100,Right,82.5,86.0,9,1130.0,abcnews.go.com,8211
75,IncomeInequality,https://statmodeling.stat.columbia.edu/2020/03/12/100-things-to-know-from-lane-kenworthy/,80.0,7.56,5.192028985507247,2.3695652173913047,88.87,100,Left,nan,nan,nan,nan,statmodeling.stat.columbia.edu,5046
76,IncomeInequality,https://news.yahoo.com/biden-sanders-confront-coronavirus-crisis-002806938.html,40.0,14.63,9.737279628583977,4.89459815546772,66.12,100,Right,87.5,95.0,8,8.0,news.yahoo.com,4787
77,IncomeInequality,https://qz.com/1822556/for-most-of-the-world-social-distancing-is-an-unimaginable-luxury/,80.0,14.59,12.588137872228783,2.0031756963575145,71.78,0,Center,100.0,43.0,8,1987.0,qz.com,2455
78,IncomeInequality,https://voxeu.org/article/new-inequalities-and-people-people-social-protection,80.0,11.01,7.726512226512227,3.281531531531532,66.21,100,Left,nan,nan,nan,nan,voxeu.org,5550
79,IncomeInequality,https://www.sciencedaily.com/releases/2020/03/200330110333.htm,40.0,12.93,8.584558823529411,4.3464052287581705,65.2,50,Partially Left,82.5,71.0,8,3041.0,sciencedaily.com,5115
80,IncomeInequality,https://www.bradford-delong.com/2020/03/heather-boushey-_the-economist-as-anesthetist-putting-the-economy-under-and-bringing-the-economy-back-up_-in-respons.html,40.0,15.18,9.15297619047619,6.026785714285714,59.75,100,Left,nan,nan,nan,nan,bradford-delong.com,1456
81,IncomeInequality,https://www.businessinsider.com/nurses-share-how-hospitals-are-dealing-with-equipment-shortage-photos-2020-3,80.0,12.06,6.639563740856843,5.421284893267651,65.67,100,Left,100.0,57.0,8,352.0,businessinsider.com,7244
82,IncomeInequality,https://www.thehindu.com/opinion/op-ed/cash-less-indians-the-new-normal-and-survival/article31274464.ece,80.0,16.78,11.161161769672406,5.614657210401893,61.51,0,Center,nan,nan,nan,nan,thehindu.com,6431
83,IncomeInequality,https://www.vox.com/2020/3/17/21184672/marie-newman-dan-lipinski-illinois-primary-results,80.0,25.84,25.761904761904763,0.07575757575757577,66.17,100,Left,100.0,53.0,8,837.0,vox.com,3738
84,IncomeInequality,https://www.eurekalert.org/pub_releases/2020-03/puww-ppe032520.php,40.0,12.88,8.660714285714285,4.222222222222222,65.62,50,Partially Left,nan,nan,nan,nan,eurekalert.org,5788
85,IncomeInequality,https://www.theatlantic.com/politics/archive/2020/03/biden-sanders-youth-vote/607828/,80.0,15.02,13.97306397306397,1.0486111111111112,61.8,100,Right,92.5,79.0,8,1360.0,theatlantic.com,7469
86,IncomeInequality,https://voxeu.org/article/curated-richard-baldwin-and-beatrice-weder-di-mauro,40.0,5.58,5.333333333333333,0.24999999999999997,82.25,100,Right,nan,nan,nan,nan,voxeu.org,273
87,IncomeInequality,https://www.fastcompany.com/90476804/thomas-piketty-explains-why-the-world-is-ripe-for-participatory-socialism?partner=feedburner,80.0,17.55,13.536166548365985,4.014753261040389,60.98,100,Left,87.5,64.0,8,2064.0,fastcompany.com,14985
88,IncomeInequality,https://travelupdate.com/airline-bailouts-reignite-income-inequality-debate/,80.0,14.89,14.012162440733869,0.880952380952381,67.39,100,Right,nan,nan,nan,nan,travelupdate.com,3983
89,IncomeInequality,https://allafrica.com/stories/202003100166.html,80.0,13.13,11.531775342712843,1.5982142857142854,68.63,50,Partially Left,nan,nan,nan,nan,allafrica.com,5692
90,IncomeInequality,https://www.rollingstone.com/tv/tv-news/bernie-sanders-seth-meyers-coronavirus-975650/,40.0,12.16,9.307495590828925,2.852380952380952,66.69,100,Right,90.0,75.0,8,1728.0,rollingstone.com,2845
92,IncomeInequality,https://goodmenproject.com/featured-content/does-the-coronavirus-crisis-have-to-end-with-a-wealthier-wealthy/,80.0,18.0,14.49575688861403,3.503171903682108,65.38,100,Left,nan,nan,nan,nan,goodmenproject.com,5414
93,IncomeInequality,https://www.youtube.com/watch?v=ejClgiie01s,80.0,8.51,6.875000000000001,1.6326530612244898,76.17,100,Right,nan,nan,nan,nan,youtube.com,1510
94,IncomeInequality,https://newrepublic.com/article/157002/never-ending-recession,80.0,18.11,16.28654529993816,1.8253968253968251,61.3,100,Right,100.0,57.0,7,14817.0,newrepublic.com,3214
95,IncomeInequality,https://www.independent.co.uk/voices/coronavirus-covid-19-care-workers-sick-pay-economy-a9409476.html,80.0,17.31,12.569176887926888,4.739251893939395,58.83,50,Partially Right,87.5,83.0,8,735.0,independent.co.uk,6355
96,IncomeInequality,https://www.cnbc.com/2020/04/01/mark-cuban-world-changing-companies-will-launch-in-coronavirus-wake.html,40.0,13.66,11.082960143304971,2.5754963427377224,70.48,100,Left,87.5,69.0,8,419.0,cnbc.com,4841
97,IncomeInequality,https://www.mckinsey.com/industries/healthcare-systems-and-services/our-insights/returning-to-resilience-the-impact-of-covid-19-on-behavioral-health,80.0,17.29,14.80533093740641,2.483228511530398,65.99,100,Right,nan,nan,nan,nan,mckinsey.com,10684
98,IncomeInequality,https://www.fool.com/investing/2020/03/21/coke-disney-shareholders-anchor-move-ceo-pay.aspx,80.0,9.23,7.471440596440597,1.7627665544332212,61.45,50,Partially Right,nan,nan,nan,nan,fool.com,5166
99,IncomeInequality,http://www.marketwatch.com/story/amid-rise-of-nationalism-coronavirus-and-climate-change-may-spur-a-new-wave-of-international-cooperation-2020-03-07,40.0,10.49,8.621048248441866,1.8693853427895983,67.23,50,Partially Left,95.0,76.0,8,846.0,marketwatch.com,7134
100,IncomeInequality,https://www.planetizen.com/news/2020/03/108800-wyoming-vast-open-spaces-meet-extreme-gaps-between-rich-and-poor,80.0,10.3,6.085202676111767,4.213203463203463,55.68,100,Right,nan,nan,nan,nan,planetizen.com,1716
1,Socialism,https://www.cnn.com/videos/politics/2020/03/14/socialism-bernie-sanders-students-elle-reeve-go-there.cnn,100.0,25.38,25.380952380952383,0.0,48.12,100,Right,100.0,87.0,9,nan,cnn.com,89
2,Socialism,https://slashdot.org/story/20/03/17/1717237/most-airlines-could-be-bankrupt-by-may-governments-will-have-to-help,100.0,5.74,5.7407407407407405,0.0,86.85,50,Partially Right,nan,nan,nan,nan,slashdot.org,273
3,Socialism,https://www.fastcompany.com/90476804/thomas-piketty-explains-why-the-world-is-ripe-for-participatory-socialism,80.0,17.55,13.536166548365985,4.014753261040389,60.98,100,Left,87.5,64.0,8,2064.0,fastcompany.com,14985
4,Socialism,https://boingboing.net/2020/03/11/what-the-late-great-james-con.html,40.0,16.47,14.858085961657391,1.613888888888889,57.42,100,Left,62.0,72.0,8,4847.0,boingboing.net,6744
5,Socialism,https://www.vice.com/en_us/article/k7ejmw/capitalisms-response-to-coronavirus-makes-a-strong-case-for-socialism,80.0,14.43,11.818347162097163,2.6084455667789,60.46,100,Right,100.0,59.0,8,122.0,vice.com,10839
6,Socialism,https://news.yahoo.com/column-coronavirus-turned-republican-politics-100052015.html,80.0,13.3,11.95102479824702,1.3503086419753088,64.25,100,Left,87.5,95.0,8,8.0,news.yahoo.com,5061
7,Socialism,https://gizmodo.com/animal-crossing-needs-a-rent-freeze-1842495016,80.0,18.64,9.576360544217689,9.061980347694632,60.6,100,Left,75.0,60.0,8,529.0,gizmodo.com,3439
8,Socialism,https://gizmodo.com/trump-threatens-to-invoke-p-after-finding-out-how-muc-1842528015,80.0,14.03,11.36126511447382,2.6715584626961575,58.58,100,Left,75.0,60.0,8,529.0,gizmodo.com,3586
9,Socialism,https://www.marketwatch.com/story/2020-election-is-about-freedom-not-equality-2020-03-15,80.0,22.23,14.234994172494172,7.999222999223001,53.54,100,Right,95.0,76.0,8,846.0,marketwatch.com,3938
10,Socialism,https://www.theatlantic.com/politics/archive/2020/03/trump-socialism-and-coronavirus-epidemic/607681/,40.0,8.51,6.333168642951251,2.1739130434782608,74.02,100,Right,92.5,79.0,8,1360.0,theatlantic.com,5119
11,Socialism,http://www.marketwatch.com/story/britains-labour-party-turns-page-on-corbynite-socialism-with-starmer-as-new-leader-2020-04-04,80.0,18.64,15.142457180500656,3.4993961352657004,62.54,50,Partially Left,95.0,76.0,8,846.0,marketwatch.com,3772
12,Socialism,https://gizmodo.com/everything-in-its-place-the-internet-is-diagramming-ou-1842395980,80.0,14.78,12.022667147667145,2.752813852813853,64.52,100,Left,75.0,60.0,8,529.0,gizmodo.com,4484
13,Socialism,https://gizmodo.com/twitter-deletes-post-by-the-federalist-calling-for-coro-1842496663,40.0,9.92,6.623095393256683,3.293906810035843,68.72,100,Left,75.0,60.0,8,529.0,gizmodo.com,6085
14,Socialism,https://www.reuters.com/article/us-health-coronavirus-usa-conservatives-idUSKBN20V11G,40.0,4.46,3.545436507936508,0.9179292929292929,74.93,100,Right,100.0,87.0,9,544.0,reuters.com,3105
15,Socialism,https://www.huffpost.com/entry/trump-gm-ventilators-defense-production-act_n_5e7e5e19c5b6256a7a2a5079,100.0,16.67,16.666666666666664,0.0,76.67,100,Right,nan,nan,nan,nan,huffpost.com,1914
16,Socialism,https://news.avclub.com/do-not-pass-go-do-not-cut-yourself-on-the-incredibly-e-1842210643,80.0,22.35,7.852564102564104,14.4985859048359,47.75,100,Left,nan,nan,nan,nan,news.avclub.com,3288
17,Socialism,https://markets.businessinsider.com/news/stocks/congress-coronavirus-relief-paid-sick-leave-bill-workers-not-covered-2020-3-1029000485,80.0,15.67,7.556540306540308,8.112398112398113,65.55,100,Right,100.0,57.0,8,352.0,markets.businessinsider.com,4701
18,Socialism,https://markets.businessinsider.com/news/stocks/trump-wants-billions-economy-stimulus-package-coronavirus-hits-assistance-ask-2020-3-1029004232,80.0,11.77,9.849655647382919,1.9196428571428572,71.29,100,Left,100.0,57.0,8,352.0,markets.businessinsider.com,2678
19,Socialism,https://kotaku.com/the-week-in-games-doom-and-animal-crossing-are-coming-1842345962,80.0,12.32,6.356421356421357,5.962793519611701,52.58,100,Left,100.0,41.0,8,1041.0,kotaku.com,3221
20,Socialism,https://www.businessinsider.com/white-house-requests-billions-more-emergency-coronavirus-funding-office-budget-2020-3,80.0,19.81,16.41456582633053,3.399859943977591,67.32,100,Left,100.0,57.0,8,352.0,businessinsider.com,2294
21,Socialism,https://markets.businessinsider.com/news/stocks/bill-ackman-coronavirus-shutdown-spring-break-save-economy-trump-tax-2020-3-1029008703,80.0,12.96,9.944800569800568,3.0119301994301995,66.66,100,Left,100.0,57.0,8,352.0,markets.businessinsider.com,3852
22,Socialism,https://markets.businessinsider.com/news/stocks/warren-laid-out-conditions-companies-accept-bailouts-coronavirus-crisis-2020-3-1029006340,80.0,9.75,8.213141025641027,1.5384615384615385,75.63,100,Left,100.0,57.0,8,352.0,markets.businessinsider.com,3405
23,Socialism,https://twitter.com/jackremmington/status/1239844473376518144,100.0,0.0,0.0,0.0,100.0,100,Left,nan,nan,nan,nan,twitter.com,3405
24,Socialism,https://ritholtz.com/2020/03/10-friday-am-reads-271/,100.0,42.33,17.329545454545453,25.0,41.33,100,Right,nan,nan,nan,nan,ritholtz.com,1421
25,Socialism,https://news.yahoo.com/hispanic-voters-could-be-decisive-in-florida-but-theyre-not-a-bloc-any-longer-134654011.html,80.0,16.39,14.629692259900596,1.7650462962962958,68.9,100,Right,87.5,95.0,8,8.0,news.yahoo.com,14831
26,Socialism,https://www.youtube.com/watch?v=NH6ZicGsaKY,100.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,youtube.com,112
