rank,topic,url,readability,sentence_level_sentiment,sentence_level_objectivity,bias,credibility,trust_metric,google_page_rank,alexa_reach_rank
54,UniversalBasicIncome,https://www.vox.com/the-highlight/2020/1/15/20863236/chris-hughes-break-up-facebook-economic-security-basic-income-new-republic,80.0,13.03,67.33,0,100.0,53.0,8,837.0
55,UniversalBasicIncome,http://www.brookings.edu/blog/up-front/2020/01/30/how-a-vat-could-tax-the-rich-and-pay-for-universal-basic-income/,80.0,11.98,65.06,50,87.5,71.0,7,nan
57,UniversalBasicIncome,https://news.yahoo.com/health-insurance-great-groceries-necessary-163257009.html,80.0,13.37,69.14,100,87.5,95.0,8,8.0
58,UniversalBasicIncome,https://variety.com/2020/politics/news/bernie-sanders-new-hampshire-win-1203501694/,80.0,16.09,76.14,100,nan,nan,nan,nan
59,UniversalBasicIncome,https://www.politico.com/news/2020/01/26/andrew-yang-new-hampshire-primary-debate-104901,80.0,8.96,76.43,50,100.0,74.0,8,941.0
60,UniversalBasicIncome,https://tutanota.com/blog/posts/att-blocks-tutanota/,80.0,17.25,57.5,100,nan,nan,nan,nan
61,UniversalBasicIncome,https://news.yahoo.com/heres-difference-between-socialist-democratic-200600819.html,80.0,8.68,75.41,100,87.5,95.0,8,8.0
64,UniversalBasicIncome,https://www.vice.com/en_us/article/g5xvgq/black-women-are-dying-in-childbirth-and-democrats-are-finally-paying-attention,80.0,11.3,66.7,100,100.0,59.0,8,122.0
65,UniversalBasicIncome,https://www.aljazeera.com/blogs/americas/2020/02/iowa-caucuses-expect-2020-democratic-candidates-200203132756815.html,80.0,21.09,65.37,100,82.5,73.0,8,nan
66,UniversalBasicIncome,https://www.cnn.com/2020/02/12/politics/2020-democratic-ideas-primary-andrew-yang/index.html,80.0,10.94,71.9,100,100.0,87.0,9,nan
67,UniversalBasicIncome,https://nypost.com/2020/01/29/dave-chappelle-campaigns-for-andrew-yang-ahead-of-iowa-caucuses/,80.0,5.09,79.72,100,95.0,52.0,8,741.0
68,UniversalBasicIncome,https://www.seattletimes.com/nation-world/nation/yang-who-created-buzz-with-freedom-dividend-ends-2020-bid/,40.0,19.5,56.85,50,100.0,66.0,8,4778.0
70,UniversalBasicIncome,https://thecorrespondent.com/283/why-poor-people-make-poor-decisions/37442933638-a4773584,80.0,14.4,70.53,100,nan,nan,nan,nan
71,UniversalBasicIncome,https://www.bbc.com/news/world-us-canada-51481050,80.0,11.95,71.49,100,95.0,84.0,8,81.0
72,UniversalBasicIncome,https://www.thedailybeast.com/andrew-yang-ends-his-2020-presidential-bid,80.0,15.97,67.83,100,100.0,48.0,8,1204.0
74,UniversalBasicIncome,https://www.coindesk.com/cryptocurrency-proponent-andrew-yang-ends-presidential-bid,80.0,12.64,67.58,100,nan,nan,nan,nan
75,UniversalBasicIncome,https://www.voachinese.com/a/andrew-yang-drops-out-of-2020-presidential-race-20200211/5284820.html,100.0,0.0,100.0,100,nan,nan,nan,nan
76,UniversalBasicIncome,https://news.yahoo.com/andrew-yang-drops-democratic-presidential-012347511.html,80.0,20.71,61.11,50,87.5,95.0,8,8.0
78,UniversalBasicIncome,https://www.euractiv.com/section/all/short_news/dublin-greens-launch-manifesto/,80.0,4.91,83.33,100,nan,nan,nan,nan
79,UniversalBasicIncome,https://www.snopes.com/ap/2020/02/11/yang-who-created-buzz-with-freedom-dividend-ends-2020-bid/,40.0,19.25,58.17,100,87.5,72.0,8,2598.0
80,UniversalBasicIncome,https://www.bostonherald.com/2020/02/11/yang-who-created-buzz-with-freedom-dividend-ends-2020-bid/,40.0,19.5,56.85,100,82.5,65.0,7,15629.0
81,UniversalBasicIncome,https://www.thehindu.com/news/international/bernie-sanders-wins-new-hampshire-primary/article30803055.ece,80.0,12.48,77.38,100,nan,nan,nan,nan
82,UniversalBasicIncome,https://www.theblaze.com/news/democrat-andrew-yang-ends-presidential-bid,40.0,16.18,71.59,100,80.0,39.0,7,7464.0
83,UniversalBasicIncome,https://www.theblaze.com/news/dave-chappelle-i-dont-look-at-trump-supporters-as-my-enemy,80.0,25.17,49.35,100,80.0,39.0,7,7464.0
84,UniversalBasicIncome,https://fortune.com/2020/02/11/andrew-yang-drops-out-of-2020-presidential-race/,100.0,15.0,57.5,50,100.0,66.0,8,2716.0
85,UniversalBasicIncome,https://thehill.com/homenews/campaign/483068-yang-nyc-should-implement-a-universal-basic-income,80.0,9.82,63.6,100,92.5,72.0,8,860.0
86,UniversalBasicIncome,https://www.ccn.com/thank-god-math-guy-andrew-yang-is-finally-gone/,80.0,13.53,71.64,100,nan,nan,nan,nan
87,UniversalBasicIncome,https://www.thenation.com/article/child-tax-credit-allowance/,80.0,11.56,67.4,100,80.0,73.0,7,14857.0
88,UniversalBasicIncome,https://news.yahoo.com/yang-drops-presidential-race-012539517.html,80.0,17.88,67.0,100,87.5,95.0,8,8.0
89,UniversalBasicIncome,https://www.nationalreview.com/corner/imagine-thandrew-yang-fan-leaves-1000-tip-at-new-hampshire-bar/,100.0,25.0,43.75,100,100.0,71.0,8,6612.0
90,UniversalBasicIncome,https://www.gq.com/story/automation-is-coming,80.0,12.88,65.86,100,82.5,nan,8,3436.0
91,UniversalBasicIncome,https://science.sciencemag.org/content/367/6477/498.full,40.0,9.65,61.36,100,100.0,81.0,8,nan
93,UniversalBasicIncome,https://www.memeorandum.com/200211/p142,100.0,6.25,72.5,100,nan,nan,nan,nan
94,UniversalBasicIncome,https://www.thehindubusinessline.com/opinion/editorial/inclusion-and-exclusion-errors-in-social-security/article30694784.ece,40.0,11.0,67.97,0,nan,nan,nan,nan
96,UniversalBasicIncome,https://theintercept.com/2020/02/16/ralph-nader-interview-bernie-sanders-bloomberg-pelosi-democrats/,80.0,12.23,69.78,100,87.5,45.0,8,6977.0
97,UniversalBasicIncome,https://continuations.com/post/190542319975/support-andrew-yang,80.0,22.62,56.17,100,nan,nan,nan,nan
98,UniversalBasicIncome,https://news.yahoo.com/yang-pet-issue-could-outlive-180036267.html,80.0,13.04,69.07,50,87.5,95.0,8,8.0
99,UniversalBasicIncome,https://www.thenation.com/article/economy/child-tax-credit-allowance/,80.0,11.56,67.4,100,80.0,73.0,7,14857.0
100,UniversalBasicIncome,https://markets.businessinsider.com/news/stocks/dave-chappelle-supports-andrew-yang-ubi-proposal-at-iowa-appearance-2020-1-1028856243,80.0,12.33,71.06,100,100.0,57.0,8,352.0
1,IncomeInequality,https://www.businessinsider.com/countries-where-intergenerational-income-mobility-is-better-than-us-2020-2,80.0,19.01,62.32,100,100.0,57.0,8,352.0
2,IncomeInequality,https://markets.businessinsider.com/news/stocks/bloomberg-taking-money-rich-bigger-problem-income-inequality-presidential-candidate-2020-2-1028907241,80.0,12.53,63.27,50,100.0,57.0,8,352.0
3,IncomeInequality,https://earther.gizmodo.com/maybe-these-davos-guys-have-some-good-ideas-about-clima-1841181110,80.0,14.31,58.04,100,75.0,60.0,8,529.0
4,IncomeInequality,https://www.dolthub.com/blog/2020-02-03-mapping-income-inequality-using-irs-soi-data/,80.0,5.56,81.25,0,nan,nan,nan,nan
5,IncomeInequality,https://www.ted.com/talks/rachel_kleinfeld_a_path_to_security_for_the_world_s_deadliest_countries,100.0,50.0,85.0,50,nan,nan,nan,nan
7,IncomeInequality,https://www.huffpost.com/entry/billionaires-inequality-oxfam-report-davos_n_5e20db1bc5b674e44b94eca5,100.0,16.67,76.67,100,nan,nan,nan,nan
8,IncomeInequality,https://news.yahoo.com/heres-much-money-top-1-172309786.html,80.0,30.28,55.56,50,87.5,95.0,8,8.0
9,IncomeInequality,https://www.businessinsider.com/dave-chappelle-supports-andrew-yang-ubi-proposal-at-iowa-appearance-2020-1,80.0,11.7,72.87,100,100.0,57.0,8,352.0
10,IncomeInequality,http://www.paulgraham.com/ineq.html,80.0,16.6,61.21,100,nan,nan,nan,nan
11,IncomeInequality,https://seths.blog/2020/01/cars-houses-and-tvs/,80.0,16.5,68.75,100,nan,nan,nan,nan
12,IncomeInequality,https://seths.blog/?p=28922,80.0,16.5,68.75,100,nan,nan,nan,nan
13,IncomeInequality,https://www.politico.com/news/2020/02/16/universal-basic-income-cure-inequality-115335,80.0,8.6,72.35,50,100.0,74.0,8,941.0
14,IncomeInequality,https://time.com/5770308/chile-student-protests/,80.0,11.95,66.45,50,95.0,64.0,8,1028.0
15,IncomeInequality,https://news.yahoo.com/mike-bloomberg-once-said-taking-151913729.html,80.0,12.78,62.71,100,87.5,95.0,8,8.0
16,IncomeInequality,https://www.economist.com/finance-and-economics/2020/02/08/economists-discover-the-power-of-social-norms,80.0,11.94,63.78,100,100.0,72.0,8,2503.0
17,IncomeInequality,https://www.businessinsider.com/de-blasio-endorses-former-2020-rival-sanders-for-president-2020-2,80.0,20.34,60.21,50,100.0,57.0,8,352.0
18,IncomeInequality,https://www.economist.com/finance-and-economics/2020/02/06/economists-discover-the-power-of-social-norms,80.0,11.94,63.78,100,100.0,72.0,8,2503.0
19,IncomeInequality,https://www.fastcompany.com/90463928/california-considers-tax-on-companies-with-large-pay-gaps-between-ceos-and-their-workers?partner=feedburner,80.0,14.21,71.39,100,87.5,64.0,8,2064.0
20,IncomeInequality,https://gizmodo.com/the-yang-gang-is-now-up-for-grabs-as-andrew-yang-drops-1841620723,40.0,12.39,65.53,100,75.0,60.0,8,529.0
21,IncomeInequality,https://abcnews.go.com/Business/climate-change-economic-inequality-loom-large-powerful-descend/story?id=68403303,80.0,15.0,69.26,50,82.5,86.0,9,1130.0
22,IncomeInequality,https://thenextweb.com/?p=1267429,80.0,12.5,72.88,100,nan,nan,nan,nan
23,IncomeInequality,https://www.npr.org/sections/goatsandsoda/2020/01/24/797182641/is-davos-as-bad-as-critics-say-global-leaders-weigh-in,100.0,6.92,79.72,50,100.0,84.0,8,521.0
24,IncomeInequality,https://www.reuters.com/article/us-usa-election-economy-factbox-idUSKBN1ZR17A,80.0,15.66,71.04,50,100.0,87.0,9,544.0
25,IncomeInequality,https://boingboing.net/2020/01/31/watch-this-shocking-pumpkin-pi.html,80.0,24.8,53.0,100,62.0,72.0,8,4847.0
26,IncomeInequality,https://abcnews.go.com/Politics/iowa-entrance-poll-buttigieg-shows-broad-based-appeal/story?id=68735140,80.0,15.33,67.84,100,82.5,86.0,9,1130.0
27,IncomeInequality,https://www.economist.com/finance-and-economics/2020/02/13/wage-gains-for-low-earners-have-helped-sustain-americas-economic-expansion,80.0,16.06,61.82,100,100.0,72.0,8,2503.0
28,IncomeInequality,https://www.economist.com/finance-and-economics/2020/02/15/wage-gains-for-low-earners-have-helped-sustain-americas-economic-expansion,80.0,16.06,61.82,100,100.0,72.0,8,2503.0
29,IncomeInequality,https://www.singlelunch.com/2019/10/21/the-economic-effects-of-automation-arent-what-you-think-they-are/,80.0,16.19,61.66,50,nan,nan,nan,nan
30,IncomeInequality,https://www.bloomberg.com/news/videos/2020-01-20/wef-outlines-plans-to-tackle-rising-income-inequality-video,100.0,33.33,53.7,50,95.0,84.0,8,461.0
31,IncomeInequality,https://www.businessinsider.com/advancing-technology-means-not-enough-meaningful-work-according-to-economist-daniel-susskind-2020-2,80.0,12.63,60.79,50,100.0,57.0,8,352.0
32,IncomeInequality,https://www.cnn.com/2020/01/27/politics/netflix-cheer-america-identity-cheerleading/index.html,40.0,19.38,66.2,100,100.0,87.0,9,nan
33,IncomeInequality,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3265316,80.0,17.23,80.82,100,nan,nan,nan,nan
34,IncomeInequality,https://marginalrevolution.com/marginalrevolution/2020/01/ceo-pay-in-perspective-how-big-is-that-rip-off-anyway.html,100.0,12.41,52.93,100,nan,nan,nan,nan
35,IncomeInequality,https://www.newyorker.com/magazine/2020/01/27/letters-from-the-january-27-2020-issue,80.0,19.29,57.81,100,100.0,79.0,8,1455.0
36,IncomeInequality,https://www.businessinsider.com/next-recession-economy-boom-bust-cycles-broken-bridgewater-bob-prince-2020-2,80.0,12.71,72.49,100,100.0,57.0,8,352.0
37,IncomeInequality,https://www.hindustantimes.com/india-news/india-needs-continued-structural-reforms-to-boost-growth-un-report/story-y84SHUzLbRLseRuVdDABjL.html,80.0,13.76,66.66,0,nan,nan,nan,nan
38,IncomeInequality,https://phys.org/news/2020-01-income-inequality-couples-germany.html,80.0,13.74,70.09,100,nan,nan,nan,nan
39,IncomeInequality,https://qz.com/1796276/what-happens-to-class-conflict-in-the-fight-against-inequality/,80.0,12.01,64.57,100,100.0,43.0,8,1987.0
40,IncomeInequality,https://ritholtz.com/2020/01/forget-happiness-think-satisfaction/,80.0,32.92,51.76,100,nan,nan,nan,nan
41,IncomeInequality,https://time.com/5766422/protests-unrest-2019-2020/,40.0,15.71,70.32,50,95.0,64.0,8,1028.0
42,IncomeInequality,https://www.reuters.com/article/us-usa-economy-wealth-trump-analysis-idUSKBN2011AR,80.0,10.26,75.19,100,100.0,87.0,9,544.0
43,IncomeInequality,https://www.theatlantic.com/ideas/archive/2020/02/great-affordability-crisis-breaking-america/606046/,80.0,11.97,69.87,50,92.5,79.0,8,1360.0
44,IncomeInequality,https://www.futurity.org/economy-inequality-beliefs-fairness-2268342/,40.0,9.44,67.79,100,nan,nan,nan,nan
45,IncomeInequality,https://time.com/5767712/bernie-sanders-democratic-primary/,80.0,20.45,68.82,50,95.0,64.0,8,1028.0
48,IncomeInequality,https://kotaku.com/why-twitch-fans-donate-money-to-already-wealthy-streame-1841456196,80.0,15.04,61.79,100,100.0,41.0,8,1041.0
49,IncomeInequality,https://www.theatlantic.com/ideas/archive/2020/01/tax-code-regressive/605362/,80.0,17.01,59.55,100,92.5,79.0,8,1360.0
50,IncomeInequality,https://www.businessinsider.com/joe-biden-black-parents-cant-read-or-write-themselves-2020-2,80.0,12.64,65.37,100,100.0,57.0,8,352.0
51,IncomeInequality,https://www.nakedcapitalism.com/2020/02/links-2-2-2020.html,80.0,14.62,68.4,100,nan,nan,nan,nan
52,IncomeInequality,https://www.scientificamerican.com/article/past-racist-redlining-practices-increased-climate-burden-on-minority-neighborhoods/,40.0,7.04,77.41,100,100.0,72.0,8,3559.0
53,IncomeInequality,https://www.aljazeera.com/indepth/opinion/fight-inequality-starts-streets-davos-200121094032761.html,80.0,10.77,68.6,100,82.5,73.0,8,nan
55,IncomeInequality,https://www.marketwatch.com/story/democratic-caucus-goers-in-iowa-focused-most-on-health-care-followed-by-climate-change-2020-02-04,80.0,14.87,73.01,100,95.0,76.0,8,846.0
56,IncomeInequality,https://ritholtz.com/2020/02/10-friday-am-reads-266/,80.0,55.0,32.36,100,nan,nan,nan,nan
57,IncomeInequality,https://qz.com/1786255/johns-hopkins-shows-that-ending-legacy-admissions-can-fight-inequality-in-america/,80.0,18.84,62.75,50,100.0,43.0,8,1987.0
58,IncomeInequality,https://timesofindia.indiatimes.com/business/india-business/wealth-of-indias-richest-1-more-than-4-times-of-total-for-70-poorest-oxfam/articleshow/73409956.cms,40.0,6.42,65.77,0,nan,nan,nan,nan
59,IncomeInequality,https://www.project-syndicate.org/commentary/inequality-impeding-economic-growth-by-simon-johnson-2020-01,40.0,18.77,55.13,100,87.5,nan,7,45368.0
60,IncomeInequality,https://www.bloomberg.com/news/features/2020-02-07/how-to-be-in-the-richest-1-around-the-world,100.0,33.33,53.7,50,95.0,84.0,8,461.0
61,IncomeInequality,https://economictimes.indiatimes.com/small-biz/startups/features/how-this-indian-entrepreneur-is-incubating-startups-in-small-towns/articleshow/74056481.cms,40.0,14.82,66.63,50,nan,nan,nan,nan
62,IncomeInequality,https://www.marketwatch.com/story/heres-the-10-macro-themes-investors-need-to-watch-says-guggenheims-minerd-2020-01-21,80.0,12.51,72.78,50,95.0,76.0,8,846.0
63,IncomeInequality,https://thenextweb.com/?p=1266872,80.0,13.1,60.52,100,nan,nan,nan,nan
65,IncomeInequality,https://www.businessinsider.com/bernie-sanders-plan-end-will-employment-good-workers-wages-2019-12,80.0,16.4,66.31,100,100.0,57.0,8,352.0
66,IncomeInequality,https://www.nationalreview.com/2020/01/world-economic-forum-income-inequality-wrong-way-right-way-to-address/,80.0,10.71,78.7,100,100.0,71.0,8,6612.0
67,IncomeInequality,https://www.fastcompany.com/90459936/people-who-think-capitalism-is-fair-are-less-likely-to-be-bothered-by-poverty?partner=feedburner,100.0,37.71,38.54,100,87.5,64.0,8,2064.0
68,IncomeInequality,https://www.theatlantic.com/ideas/archive/2020/02/rich-investors-make-easy-scapegoat-rising-rents/606607/,80.0,14.9,57.35,100,92.5,79.0,8,1360.0
69,IncomeInequality,https://www.businessinsider.com/pete-buttigieg-embrace-of-billionaires-is-a-campaign-strategy-2020-2,40.0,13.34,65.3,100,100.0,57.0,8,352.0
70,IncomeInequality,https://www.project-syndicate.org/commentary/european-union-strengths-for-global-role-by-dambisa-moyo-2020-02,80.0,11.65,71.24,100,87.5,nan,7,45368.0
71,IncomeInequality,https://science.sciencemag.org/content/367/6478/634.full,40.0,15.19,66.52,100,100.0,81.0,8,nan
73,IncomeInequality,https://mashable.com/article/how-to-fight-for-gender-equality-womens-march-2020/,80.0,14.23,64.34,100,62.5,75.0,9,nan
74,IncomeInequality,http://www.msnbc.com/katy-tur/watch/income-inequality-growing-despite-strong-economy-76970565956,100.0,21.43,57.14,50,82.5,52.0,8,2504.0
75,IncomeInequality,https://www.psychologytoday.com/us/blog/the-moment-youth/202001/are-youth-shattering-traditional-notions-adulthood,40.0,14.36,63.83,100,80.0,48.0,8,963.0
76,IncomeInequality,https://www.businessinsider.com/usmnt-on-uswnt-lawsuit-women-should-earn-triple-mens-pay-2020-2,80.0,16.38,63.21,100,100.0,57.0,8,352.0
77,IncomeInequality,https://www.realclearpolicy.com/articles/2020/01/27/reactionary_populism_will_tear_us_apart_if_we_dont_address_income_inequality_308461.html,80.0,14.33,67.65,100,nan,nan,nan,nan
78,IncomeInequality,https://www.thedailybeast.com/mike-bloomberg-once-said-taking-from-the-rich-was-a-bigger-problem-than-income-inequality,40.0,13.48,63.23,100,100.0,48.0,8,1204.0
79,IncomeInequality,https://www.conradbastable.com/essays/the-germany-shock-the-largest-economy-nobody-understands,40.0,8.73,72.1,50,nan,nan,nan,nan
80,IncomeInequality,https://news.yahoo.com/heres-much-smaller-top-11-141200864.html,80.0,16.15,70.02,100,87.5,95.0,8,8.0
81,IncomeInequality,https://news.yahoo.com/bernie-sanders-once-compared-vermont-094302280.html,20.0,9.8,60.34,100,87.5,95.0,8,8.0
82,IncomeInequality,https://www.infowars.com/swedish-communist-party-the-left-has-abandoned-the-working-class-for-migrants-lgbt/,40.0,24.24,47.05,100,25.0,70.0,7,3563.0
83,IncomeInequality,https://www.theamericanconservative.com/articles/reality-check-theres-no-political-solution-to-income-inequality/,80.0,18.01,59.99,100,100.0,54.0,6,29916.0
85,IncomeInequality,https://www.psychologytoday.com/ca/blog/the-moment-youth/202001/are-youth-shattering-traditional-notions-adulthood,40.0,14.36,63.83,100,80.0,48.0,8,963.0
86,IncomeInequality,https://finance.yahoo.com/video/rise-populism-direct-result-wealth-160907273.html,100.0,50.0,50.0,100,87.5,95.0,8,8.0
88,IncomeInequality,https://slate.com/technology/2020/02/future-tense-newsletter-introducing-the-free-speech-project.html,40.0,13.72,61.14,100,100.0,76.0,8,2514.0
89,IncomeInequality,https://phys.org/news/2020-01-economic-fair-poverty-homelessness-extreme.html,40.0,9.62,66.72,100,nan,nan,nan,nan
90,IncomeInequality,https://goodmenproject.com/environment-2/the-complications-of-global-inequality/,80.0,17.6,69.83,50,nan,nan,nan,nan
91,IncomeInequality,https://news.yahoo.com/dave-chappelle-showing-andrew-yang-152817362.html,40.0,19.1,62.67,50,87.5,95.0,8,8.0
93,IncomeInequality,https://qz.com/1786688/edelman-trust-barometer-2020-its-impossible-to-be-both-ethical-and-competent/,80.0,21.02,64.01,50,100.0,43.0,8,1987.0
94,IncomeInequality,https://www.slashgear.com/report-when-insurance-denies-coverage-americans-skip-meds-27607794/,80.0,14.86,73.55,100,nan,nan,nan,nan
95,IncomeInequality,https://www.gatesnotes.com/2020-Annual-Letter?WT.mc_id=20200210000000_AL2020_BG-TW_,80.0,17.12,65.43,100,nan,nan,nan,nan
96,IncomeInequality,https://www.realclearpolitics.com/2020/01/21/democrats_are_right_to_focus_on_income_inequality_498743.html,100.0,4.5,89.33,100,100.0,38.0,7,nan
97,IncomeInequality,https://www.marketwatch.com/story/bloombergs-plan-to-boost-10-depressed-cities-is-a-folly-2020-02-10,80.0,19.56,57.35,100,95.0,76.0,8,846.0
98,IncomeInequality,https://www.cbsnews.com/news/time-magazine-correspondent-charlotte-alter-on-young-voters-support-of-socialism/,80.0,18.97,68.46,100,95.0,71.0,8,843.0
99,IncomeInequality,https://phys.org/news/2020-01-modernize-national-wealth.html,80.0,13.2,66.45,50,nan,nan,nan,nan
100,IncomeInequality,https://economictimes.indiatimes.com/news/economy/indicators/wealth-of-indias-richest-1-more-than-4-times-of-total-for-70-poorest-oxfam/articleshow/73416122.cms,40.0,6.42,65.77,0,nan,nan,nan,nan
1,Socialism,https://earther.gizmodo.com/maybe-these-davos-guys-have-some-good-ideas-about-clima-1841181110,80.0,14.31,58.04,100,75.0,60.0,8,529.0
3,Socialism,https://news.yahoo.com/bernie-sanders-hampshire-victory-big-172604152.html,80.0,14.76,75.35,100,87.5,95.0,8,8.0
4,Socialism,https://www.businessinsider.com/chris-matthews-rants-about-bernie-sanders-and-socialism-2020-2,80.0,11.54,70.54,100,100.0,57.0,8,352.0
5,Socialism,https://www.theatlantic.com/ideas/archive/2020/01/boomers-have-socialism-why-not-millennials/605467/,80.0,15.67,69.63,100,92.5,79.0,8,1360.0
6,Socialism,https://boingboing.net/2020/02/03/montana-state-rep-says-us-cons.html,80.0,25.67,61.67,100,62.0,72.0,8,4847.0
7,Socialism,https://boingboing.net/2020/01/24/jamie-dimon-is-a-highly-selec.html,80.0,31.87,62.08,100,62.0,72.0,8,4847.0
8,Socialism,https://www.theatlantic.com/ideas/archive/2020/02/bernie-sanders-wins-new-hampshire-democratic-primary/606004/,80.0,13.83,65.64,100,92.5,79.0,8,1360.0
9,Socialism,https://markets.businessinsider.com/news/stocks/bernie-sanders-nordic-model-finland-american-dream-sanna-marin-2020-2-1028868627,80.0,18.78,71.27,100,100.0,57.0,8,352.0
10,Socialism,https://www.theatlantic.com/ideas/archive/2020/02/differences-between-warren-and-sanders-matter/605971/,80.0,12.91,73.96,100,92.5,79.0,8,1360.0
11,Socialism,https://www.bbc.co.uk/news/world-latin-america-51439016,80.0,6.48,78.98,100,95.0,96.0,9,102.0
12,Socialism,https://news.yahoo.com/chris-matthews-gushes-over-trump-043408342.html,80.0,15.52,80.05,100,87.5,95.0,8,8.0
13,Socialism,https://news.yahoo.com/poll-capitalism-trounces-socialism-sanders-190411519.html,80.0,9.81,77.69,100,87.5,95.0,8,8.0
14,Socialism,https://www.theatlantic.com/ideas/archive/2020/02/what-does-michael-bloomberg-think-hes-doing/605962/,80.0,16.9,57.06,100,92.5,79.0,8,1360.0
15,Socialism,https://news.yahoo.com/bernie-sanders-taunts-jamie-dimon-164851590.html,80.0,10.82,72.57,50,87.5,95.0,8,8.0
16,Socialism,https://www.marketwatch.com/story/the-super-bowl-is-an-american-display-of-democratic-socialism-2020-02-04,80.0,13.87,78.2,50,95.0,76.0,8,846.0
17,Socialism,https://news.yahoo.com/heres-difference-between-socialist-democratic-200600819.html,80.0,8.68,75.41,100,87.5,95.0,8,8.0
19,Socialism,https://www.insider.com/rodney-garcia-said-jailing-shooting-socialists-says-only-god-make-resign-2020-2,80.0,16.18,62.37,100,nan,nan,nan,nan
20,Socialism,https://www.businessinsider.com/wall-street-investors-predict-trump-bernie-sanders-defeat-election-outlook-2020-2,80.0,13.7,62.69,100,100.0,57.0,8,352.0
21,Socialism,http://globalnews.ca/news/6527933/wetsuweten-protests-deltaport-vancouver/,80.0,8.86,71.87,50,nan,nan,nan,nan
22,Socialism,https://www.huffpost.com/entry/joe-biden-attack-bernie-sanders-pete-buttigieg-iowa_n_5e3b1e53c5b6b70886f9464e,100.0,16.67,76.67,100,nan,nan,nan,nan
23,Socialism,https://boingboing.net/2020/01/18/wagner-the-dog.html,40.0,13.62,43.9,100,62.0,72.0,8,4847.0
24,Socialism,https://news.yahoo.com/finlands-millennial-prime-minister-said-151951605.html,80.0,28.63,62.0,100,87.5,95.0,8,8.0
25,Socialism,https://news.yahoo.com/bolivias-morales-travels-cuba-medical-treatment-162737949.html,80.0,5.67,88.62,50,87.5,95.0,8,8.0
26,Socialism,https://www.marketwatch.com/story/bernie-sanders-president-trump-is-a-socialist-too-but-heres-the-difference-2020-02-09,80.0,7.29,82.4,100,95.0,76.0,8,846.0
27,Socialism,https://www.reuters.com/article/us-usa-election-debate-idUSKBN2010JK,80.0,11.06,71.1,100,100.0,87.0,9,544.0
28,Socialism,https://www.insider.com/pro-israel-group-names-bernie-sanders-in-negative-iowa-ad-2020-2,80.0,23.43,75.17,100,nan,nan,nan,nan
29,Socialism,https://ritholtz.com/2020/02/10-monday-am-reads-247/,80.0,12.2,76.1,100,nan,nan,nan,nan
30,Socialism,https://news.yahoo.com/advice-2020-2024-democrats-forget-090002661.html,80.0,7.77,76.78,100,87.5,95.0,8,8.0
31,Socialism,https://www.bloomberg.com/news/articles/2020-01-18/democrats-try-to-reassure-latinos-over-trump-s-cry-of-socialism,100.0,33.33,53.7,50,95.0,84.0,8,461.0
32,Socialism,https://www.bloomberg.com/news/articles/2020-01-23/bernie-sanders-taunts-jamie-dimon-again-after-ceo-jabs-socialism,100.0,33.33,53.7,50,95.0,84.0,8,461.0
33,Socialism,https://news.yahoo.com/sanders-doesnt-think-bloomberg-next-054749301.html,80.0,16.17,64.64,100,87.5,95.0,8,8.0
34,Socialism,https://www.bloomberg.com/news/videos/2020-02-05/trump-says-he-ll-never-let-socialism-destroy-health-care-video,100.0,33.33,53.7,50,95.0,84.0,8,461.0
35,Socialism,https://www.vox.com/2020/2/4/21123557/state-of-the-union-2020-trump-socialism-venezuela-guaido,80.0,8.32,78.09,100,100.0,53.0,8,837.0
36,Socialism,https://www.buzzfeednews.com/article/gracilianorocha/brazil-roberto-alvim-culture-minister-fired-nazi-propaganda,80.0,10.49,73.05,50,nan,nan,nan,nan
37,Socialism,https://www.insider.com/joshua-collins-democratic-socialist-is-washingtons-tiktok-candidate-2020-1,40.0,16.74,64.17,100,nan,nan,nan,nan
38,Socialism,https://www.project-syndicate.org/commentary/social-democracy-beats-democratic-socialism-by-daron-acemoglu-2020-02,80.0,11.15,65.35,100,87.5,nan,7,45368.0
39,Socialism,https://www.theatlantic.com/politics/archive/2020/02/bernie-sanders-wins-new-hampshire/606022/,80.0,18.88,67.64,100,92.5,79.0,8,1360.0
41,Socialism,https://www.washingtonexaminer.com/news/executions-in-central-park-chris-matthews-warns-of-bernie-sanders-and-socialism,80.0,19.69,58.48,100,92.5,60.0,7,3785.0
42,Socialism,https://www.reuters.com/article/us-usa-trump-speech-analysis-idUSKBN1ZZ0KN,80.0,12.96,73.82,100,100.0,87.0,9,544.0
43,Socialism,https://news.yahoo.com/during-impeachment-trial-trump-chilling-swiss-resort-020539095.html,40.0,18.28,65.71,100,87.5,95.0,8,8.0
44,Socialism,https://www.project-syndicate.org/onpoint/three-pillars-of-socialism-sharing-economy-by-john-e-roemer-2020-02,80.0,13.3,70.3,50,87.5,nan,7,45368.0
45,Socialism,https://www.nakedcapitalism.com/2020/02/sanders-called-jpmorgans-ceo-americas-biggest-corporate-socialist-heres-why-he-has-a-point.html,40.0,16.02,59.7,100,nan,nan,nan,nan
46,Socialism,https://news.avclub.com/john-oliver-returns-to-bravely-hack-through-the-thorny-1841740247,40.0,15.31,56.12,100,nan,nan,nan,nan
